US01M,US02Y,US03MY,US05Y,US10Y,US20Y,US30Y,FEDFUNDS,VIX,DJT,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,VIX,VIX3M,VIX9D,PC,PCC,TICK,TICK.NQ,TICK.US,TICKI,TICKQ,TKVD.US,1/VOLX,VIXM/VIXY,XLY*XLK/(XLP*XLU),ATHI.NQ-ATLO.NQ,ATHI.US-ATLO.US,HYG/UB1!,6A1!,6B1!,6C1!,6E1!,6J1!,6S1!,CL1!,CL2!,HG1!,PL1!,SI1!,GC1!,ES1!,NG1!,YM1!,RTY1!,ZT1!,ZF1!,ZN1!,ZB1!,UB1!,RB1!,RB2!
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.36,14282.82,82.68,33.53,101.06,175.03,68.5,60.01,125.54,158.52,15.36,17.26,14.51,0.927491,1.096563,-322,-101.0,-426.0,-11,400,-13382095.0,0.06291286568103177,0.8934939759036145,6.749667172259612,-460.0,-1025.0,0.6305957787870693,0.6382,1.2228,0.72455,1.0687,0.0066475,1.1112,75.54,75.58,3.631,862.4,22.675,1964.5,4366.0,3.047,33969.0,1694.6,101.2890625,105.0859375,107.484375,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.36,14282.05,82.67,33.53,101.05,174.98,68.5,60.0,125.52,158.52,15.36,17.26,14.51,0.927491,1.096563,-322,-115.0,-482.0,-11,400,-13439941.0,0.06285355122564425,0.8934939759036145,6.74773902646396,-459.0,-1027.0,0.6305957787870693,0.6382,1.2228,0.72455,1.06875,0.0066475,1.1112,75.54,75.59,3.631,862.4,22.675,1964.5,4365.5,3.047,33967.0,1694.3,101.2890625,105.0859375,107.484375,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.39,14281.89,82.67,33.53,101.05,174.98,68.5,60.0,125.52,158.52,15.39,17.25,14.49,0.927491,1.096563,-322,-112.0,-536.0,-11,400,-13501012.0,0.06283380458686774,0.8934939759036145,6.7488636496350365,-460.0,-1037.0,0.6305102858669517,0.6382,1.2228,0.72455,1.06875,0.0066475,1.1112,75.54,75.59,3.631,862.5,22.675,1964.5,4365.75,3.047,33967.0,1694.4,101.2890625,105.0859375,107.484375,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.39,14282.27,82.67,33.53,101.05,175.0,68.5,60.0,125.53,158.52,15.39,17.25,14.49,0.927491,1.096563,-322,-121.0,-526.0,-11,400,-13493990.0,0.06285355122564425,0.8934939759036145,6.74963503649635,-461.0,-1034.0,0.6305102858669517,0.6382,1.2228,0.72455,1.0687,0.0066475,1.1112,75.54,75.59,3.631,862.5,22.675,1964.5,4365.75,3.047,33968.0,1694.4,101.28515625,105.0859375,107.484375,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.39,14282.15,82.67,33.525,101.05,175.0,68.5,59.995,125.53,158.52,15.39,17.25,14.49,0.927491,1.096563,-322,-116.0,-502.0,-11,400,-13553060.0,0.06285355122564425,0.8934939759036145,6.750197552959096,-461.0,-1039.0,0.6305102858669517,0.6382,1.2228,0.72455,1.0687,0.0066475,1.1112,75.54,75.59,3.631,862.4,22.675,1964.5,4365.75,3.046,33968.0,1694.4,101.28515625,105.0859375,107.484375,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.39,14282.43,82.67,33.53,101.06,175.0,68.5,59.99,125.53,158.52,15.39,17.25,14.49,0.927491,1.096563,-322,-101.0,-503.0,-11,400,-13562759.0,0.06285355122564425,0.8934939759036145,6.750760163190215,-461.0,-1034.0,0.6305957787870693,0.6382,1.2228,0.72455,1.0687,0.0066475,1.1112,75.54,75.59,3.631,862.4,22.675,1964.5,4365.5,3.046,33965.0,1694.2,101.28515625,105.09375,107.484375,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.36,14282.78,82.67,33.53,101.06,175.0,68.5,59.99,125.52,158.55,15.36,17.27,14.53,0.927491,1.096563,-322,-56.0,-369.0,-11,400,-13487650.0,0.06285355122564425,0.8934939759036145,6.750912408759125,-461.0,-993.0,0.6305957787870693,0.6382,1.2228,0.7246,1.0687,0.006647,1.1112,75.56,75.6,3.631,862.4,22.675,1964.5,4365.5,3.046,33965.0,1694.1,101.2890625,105.09375,107.5,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.975,4.78,5.33,15.36,14282.99,82.67,33.53,101.07,175.015,68.5,60.0,125.52,158.56,15.36,17.27,14.53,0.927491,1.096563,-322,-60.0,-327.0,-11,400,-13456781.0,0.06289308176100629,0.8930635838150288,6.751916885644769,-461.0,-990.0,0.6305957787870693,0.6382,1.2227,0.72455,1.0687,0.006647,1.1112,75.55,75.6,3.631,862.4,22.675,1964.5,4365.5,3.046,33966.0,1694.2,101.2890625,105.09375,107.5,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.36,14283.22,82.67,33.53,101.07,175.04,68.5,60.01,125.53,158.57,15.36,17.27,14.53,0.927491,1.096563,-322,-60.0,-323.0,-11,400,-13479251.0,0.06293266205160478,0.8930635838150288,6.752181886960447,-462.0,-980.0,0.6305957787870693,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.55,75.6,3.631,862.4,22.685,1964.7,4366.25,3.046,33970.0,1694.6,101.29296875,105.1015625,107.515625,113.0,116.96875,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.27,14286.02,82.69,33.54,101.08,175.05,68.515,60.04,125.54,158.57,15.27,17.29,14.55,0.927491,1.096563,-322,-26.0,-135.0,-11,400,-13299202.0,0.06295247088448222,0.8930635838150288,6.747716001247169,-461.0,-941.0,0.6303418803418803,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.55,75.6,3.631,862.4,22.685,1964.7,4366.25,3.046,33969.0,1694.5,101.29296875,105.1015625,107.515625,113.0,117.0,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.777,5.33,15.37,14287.46,82.69,33.54,101.095,175.06,68.515,60.04,125.55,158.57,15.37,17.29,14.55,0.927491,1.096563,-322,15.0,-35.0,-11,400,-13193046.0,0.06293266205160478,0.8930635838150288,6.7481014748833426,-460.0,-921.0,0.6304273504273504,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.55,75.6,3.631,862.4,22.685,1964.8,4366.0,3.047,33967.0,1694.5,101.29296875,105.1015625,107.515625,113.0,117.0,2.1584,2.1329
5.28,5.029,5.432,4.647,4.634,4.978,4.78,5.33,15.37,14286.91,82.69,33.54,101.09,175.06,68.51,60.05,125.53,158.57,15.37,17.29,14.55,0.927491,1.096563,-322,7.0,-32.0,-11,400,-13179792.0,0.06291286568103177,0.8939247830279653,6.747470136001831,-461.0,-911.0,0.6303418803418803,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.55,75.6,3.631,862.4,22.68,1964.7,4365.75,3.047,33966.0,1694.4,101.29296875,105.1015625,107.515625,113.0,117.0,2.1584,2.1329
5.28,5.031,5.432,4.649,4.634,4.978,4.78,5.33,15.37,14285.9,82.69,33.53,101.08,175.03,68.51,60.04,125.53,158.58,15.37,17.29,14.55,0.927491,1.096563,-322,-41.0,-254.0,-11,400,-13279730.0,0.06289308176100629,0.8930635838150288,6.747011941924378,-460.0,-911.0,0.6303418803418803,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.55,75.6,3.631,862.4,22.68,1964.7,4366.0,3.047,33968.0,1694.4,101.29296875,105.109375,107.515625,113.03125,117.0,2.1584,2.1329
5.28,5.031,5.432,4.649,4.634,4.978,4.78,5.33,15.37,14286.4,82.71,33.53,101.08,175.06,68.51,60.04,125.53,158.56,15.37,17.28,14.53,0.927491,1.096563,-322,-13.0,-174.0,-11,400,-13214722.0,0.06293266205160478,0.8930635838150288,6.748168374297445,-458.0,-919.0,0.6304273504273504,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.56,75.59,3.631,862.4,22.675,1964.7,4366.0,3.047,33968.0,1694.3,101.29296875,105.1015625,107.515625,113.03125,117.0,2.1584,2.1329
5.28,5.031,5.432,4.649,4.634,4.978,4.78,5.33,15.37,14286.5,82.71,33.535,101.08,175.08,68.51,60.05,125.54,158.56,15.37,17.28,14.53,0.92714,1.096252,-322,-16.0,-139.0,-11,400,-13185495.0,0.06297229219143577,0.894356005788712,6.747815442563495,-458.0,-919.0,0.6304273504273504,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.56,75.59,3.631,862.4,22.675,1964.7,4365.75,3.047,33968.0,1694.3,101.29296875,105.1015625,107.515625,113.03125,117.0,2.1584,2.1329
5.28,5.031,5.432,4.649,4.634,4.978,4.78,5.33,15.37,14286.59,82.71,33.54,101.09,175.08,68.52,60.05,125.55,158.66,15.37,17.28,14.53,0.92714,1.096252,-322,25.0,-51.0,-11,400,-13098298.0,0.06305170239596469,0.8956521739130434,6.751085712285881,-461.0,-918.0,0.6304273504273504,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.55,75.59,3.631,862.4,22.675,1964.6,4365.75,3.047,33965.0,1694.4,101.29296875,105.09375,107.515625,113.03125,117.0,2.1584,2.1329
5.28,5.031,5.432,4.649,4.63,4.975,4.777,5.33,15.37,14289.46,82.71,33.545,101.1,175.08,68.52,60.05,125.56,158.68,15.37,17.28,14.53,0.92714,1.096252,-322,55.0,45.0,-11,400,-12905942.0,0.06305170239596469,0.895219700627716,6.751936725233352,-460.0,-908.0,0.6304273504273504,0.6382,1.2228,0.7246,1.06875,0.006647,1.11125,75.55,75.59,3.631,862.4,22.675,1964.6,4365.5,3.047,33964.0,1694.1,101.29296875,105.1015625,107.515625,113.03125,117.0,2.1584,2.1329
5.28,5.031,5.432,4.649,4.63,4.975,4.777,5.33,15.34,14289.81,82.69,33.54,101.1,175.09,68.52,60.06,125.56,158.67,15.34,17.28,14.52,0.92714,1.096252,-322,22.0,-6.0,-11,400,-12958798.0,0.06303183107469272,0.8947876447876448,6.750772651166696,-459.0,-906.0,0.630173564753004,0.6382,1.2228,0.7246,1.06875,0.006647,1.1113,75.57,75.6,3.631,862.4,22.675,1964.6,4365.5,3.047,33965.0,1694.3,101.29296875,105.1015625,107.515625,113.03125,117.03125,2.1587,2.1333
5.28,5.031,5.432,4.649,4.634,4.975,4.777,5.33,15.34,14289.53,82.69,33.54,101.1,175.09,68.52,60.06,125.57,158.67,15.34,17.28,14.52,0.92714,1.096252,-322,35.0,32.0,-11,400,-12959620.0,0.06305170239596469,0.8947876447876448,6.750772651166696,-461.0,-898.0,0.630173564753004,0.6382,1.2227,0.7246,1.06875,0.006647,1.1113,75.57,75.6,3.631,862.4,22.675,1964.7,4365.0,3.047,33964.0,1694.2,101.29296875,105.1015625,107.515625,113.03125,117.03125,2.1587,2.1333
5.28,5.031,5.432,4.649,4.634,4.975,4.777,5.33,15.34,14289.53,82.69,33.54,101.1,175.09,68.52,60.06,125.57,158.67,15.34,17.28,14.52,0.92714,1.096252,-322,14.0,9.0,-11,400,-12959620.0,0.06305170239596469,0.8947876447876448,6.750772651166696,-463.0,-899.0,0.630173564753004,0.6382,1.2227,0.7246,1.06875,0.006647,1.1113,75.57,75.6,3.631,862.4,22.675,1964.7,4365.0,3.047,33964.0,1694.2,101.29296875,105.1015625,107.515625,113.03125,117.03125,2.1587,2.1333
5.28,5.031,5.432,4.649,4.634,4.975,4.777,5.33,15.27,14289.13,82.68,33.54,101.09,175.12,68.52,60.04,125.56,158.67,15.27,17.29,14.54,0.92714,1.096252,-322,-48.0,9.0,-11,400,-12961802.0,0.06305170239596469,0.895219700627716,6.754178475295513,-462.0,-904.0,0.630173564753004,0.63815,1.2227,0.7246,1.0687,0.006647,1.1113,75.57,75.61,3.631,862.4,22.675,1964.6,4364.0,3.047,33957.0,1693.5,101.29296875,105.1015625,107.515625,113.03125,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.975,4.777,5.33,15.34,14288.98,82.68,33.53,101.08,175.08,68.5,60.03,125.55,158.66,15.34,17.29,14.54,0.92714,1.096252,-322,-113.0,-358.0,-11,400,-13072922.0,0.06301197227473221,0.895219700627716,6.755306726198944,-461.0,-909.0,0.6305102858669517,0.63815,1.2227,0.72455,1.06865,0.006647,1.1112,75.57,75.61,3.631,862.4,22.675,1964.5,4363.5,3.047,33955.0,1693.4,101.2890625,105.1015625,107.515625,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.975,4.777,5.33,15.34,14288.91,82.68,33.53,101.08,175.11,68.5,60.05,125.56,158.68,15.34,17.29,14.54,0.92714,1.096252,-322,-117.0,-294.0,-11,400,-13022986.0,0.06305170239596469,0.895219700627716,6.7561904715591075,-461.0,-901.0,0.6305957787870693,0.63815,1.2227,0.72455,1.06865,0.006647,1.1112,75.58,75.61,3.631,862.4,22.675,1964.5,4363.75,3.046,33956.0,1693.3,101.2890625,105.1015625,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.975,4.777,5.33,15.34,14288.91,82.68,33.53,101.08,175.11,68.5,60.05,125.56,158.68,15.34,17.29,14.54,0.92714,1.096252,-322,-99.0,-294.0,-11,400,-13022986.0,0.06305170239596469,0.895219700627716,6.7561904715591075,-460.0,-910.0,0.6305957787870693,0.63815,1.2227,0.72455,1.06865,0.006647,1.1112,75.57,75.61,3.631,862.4,22.675,1964.5,4363.75,3.046,33956.0,1693.3,101.2890625,105.1015625,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.975,4.777,5.33,15.34,14288.91,82.68,33.53,101.08,175.11,68.5,60.05,125.56,158.68,15.34,17.29,14.54,0.92714,1.096252,-322,-99.0,-294.0,-11,400,-13022986.0,0.06305170239596469,0.895219700627716,6.7561904715591075,-460.0,-910.0,0.6305957787870693,0.63815,1.2227,0.72455,1.06865,0.006647,1.1112,75.57,75.61,3.631,862.4,22.675,1964.5,4363.75,3.046,33956.0,1693.3,101.2890625,105.1015625,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.975,4.777,5.33,15.34,14288.22,82.68,33.53,101.08,175.11,68.5,60.05,125.565,158.69,15.34,17.28,14.51,0.92714,1.096252,-322,-76.0,-231.0,-11,400,-12974137.0,0.06305170239596469,0.895219700627716,6.755491081033445,-458.0,-894.0,0.6305957787870693,0.6381,1.2227,0.7245,1.06855,0.0066475,1.1112,75.56,75.61,3.631,862.4,22.675,1964.5,4362.5,3.046,33947.0,1692.8,101.2890625,105.1015625,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.972,4.777,5.33,15.34,14288.19,82.69,33.54,101.08,175.12,68.5,60.05,125.57,158.69,15.34,17.28,14.51,0.92714,1.096252,-322,-56.0,-147.0,-11,400,-12953427.0,0.06311139160618491,0.8956521739130434,6.755876866601433,-459.0,-890.0,0.6304273504273504,0.63805,1.2226,0.7245,1.06855,0.0066475,1.11115,75.56,75.61,3.6305,862.4,22.675,1964.4,4362.5,3.046,33950.0,1692.9,101.2890625,105.1015625,107.5,113.0,117.0,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.972,4.774,5.33,15.25,14288.07,82.68,33.54,101.08,175.12,68.5,60.04,125.56,158.69,15.25,17.27,14.5,0.92714,1.096252,-322,-80.0,-205.0,-11,400,-12965111.0,0.06309148264984227,0.8956521739130434,6.7562303962808254,-457.0,-890.0,0.6304273504273504,0.63805,1.2226,0.7245,1.06855,0.0066475,1.11115,75.56,75.61,3.6305,862.4,22.675,1964.4,4362.0,3.046,33945.0,1692.6,101.2890625,105.1015625,107.515625,113.0,117.0,2.1587,2.1333
5.28,5.035,5.432,4.649,4.634,4.972,4.774,5.33,15.31,14288.31,82.67,33.54,101.08,175.1,68.51,60.04,125.56,158.69,15.31,17.27,14.5,0.926911,1.096622,-322,-90.0,-284.0,-11,400,-13011081.0,0.06309148264984227,0.8956521739130434,6.755244229240059,-457.0,-898.0,0.6303418803418803,0.63805,1.2226,0.7245,1.0686,0.0066475,1.11115,75.56,75.61,3.6305,862.4,22.675,1964.4,4362.25,3.046,33947.0,1692.7,101.2890625,105.1015625,107.515625,113.0,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.31,14288.3,82.67,33.54,101.08,175.1,68.51,60.05,125.54,158.68,15.31,17.27,14.5,0.926911,1.096622,-322,-99.0,-264.0,-11,400,-12983121.0,0.06309148264984227,0.8956521739130434,6.753693675452425,-455.0,-904.0,0.6303418803418803,0.63805,1.2226,0.7245,1.0686,0.0066475,1.11115,75.57,75.61,3.6305,862.4,22.675,1964.4,4362.0,3.046,33946.0,1692.7,101.2890625,105.1015625,107.5,113.0,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.31,14288.57,82.67,33.54,101.08,175.09,68.51,60.05,125.55,158.69,15.31,17.27,14.5,0.926911,1.096622,-322,-127.0,-289.0,-11,400,-12990499.0,0.06307158625039419,0.8956521739130434,6.754119292649013,-456.0,-909.0,0.6303418803418803,0.638,1.2226,0.7245,1.0686,0.0066475,1.11115,75.56,75.6,3.6305,862.4,22.675,1964.4,4362.0,3.046,33945.0,1692.7,101.2890625,105.1015625,107.5,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.31,14288.57,82.67,33.54,101.08,175.09,68.51,60.05,125.55,158.69,15.31,17.27,14.5,0.926911,1.096622,-322,-127.0,-289.0,-11,400,-12990499.0,0.06307158625039419,0.8956521739130434,6.754119292649013,-456.0,-909.0,0.6303418803418803,0.638,1.2226,0.7245,1.0686,0.0066475,1.11115,75.57,75.6,3.6305,862.4,22.675,1964.4,4362.0,3.046,33945.0,1692.7,101.2890625,105.1015625,107.5,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.34,14288.43,82.69,33.54,101.09,175.12,68.52,60.07,125.56,158.69,15.34,17.27,14.5,0.926911,1.096622,-322,-71.0,-176.0,-11,400,-12851907.0,0.06319115323854661,0.8965183752417795,6.751094309773806,-455.0,-919.0,0.6304273504273504,0.63805,1.2226,0.7245,1.0686,0.0066475,1.11115,75.57,75.6,3.6305,862.4,22.675,1964.4,4362.5,3.046,33948.0,1692.8,101.2890625,105.1015625,107.5,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.34,14288.71,82.69,33.54,101.09,175.12,68.52,60.075,125.56,158.7,15.34,17.27,14.5,0.926911,1.096622,-322,-120.0,-297.0,-11,400,-12892027.0,0.06317119393556538,0.8965183752417795,6.751094309773806,-455.0,-920.0,0.6304273504273504,0.63805,1.2226,0.7245,1.0686,0.0066475,1.11115,75.57,75.61,3.6305,862.4,22.675,1964.4,4362.5,3.046,33948.0,1693.0,101.28515625,105.1015625,107.515625,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.34,14288.68,82.69,33.54,101.09,175.1,68.52,60.07,125.54,158.7,15.34,17.27,14.5,0.926911,1.096622,-322,-90.0,-278.0,-11,400,-12925434.0,0.06319115323854661,0.8965183752417795,6.751310569659389,-452.0,-919.0,0.6304273504273504,0.63805,1.2226,0.7245,1.0686,0.0066475,1.11115,75.57,75.61,3.6305,862.4,22.675,1964.3,4362.5,3.046,33947.0,1693.0,101.28515625,105.09375,107.515625,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.31,14285.67,82.68,33.54,101.07,175.08,68.51,60.05,125.53,158.64,15.31,17.29,14.52,0.926911,1.096622,-322,-160.0,-577.0,-11,400,-13129239.0,0.06311139160618491,0.8956521739130434,6.750063168057661,-453.0,-946.0,0.6305102858669517,0.63805,1.2226,0.7245,1.0686,0.0066475,1.1112,75.57,75.61,3.6305,862.4,22.675,1964.3,4362.5,3.046,33945.0,1692.9,101.2890625,105.09375,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.31,14284.09,82.67,33.54,101.06,175.05,68.51,60.05,125.54,158.64,15.31,17.29,14.52,0.926911,1.096622,-322,-174.0,-576.0,-11,400,-13205543.0,0.06315124723713293,0.8956521739130434,6.750063168057661,-454.0,-964.0,0.6303418803418803,0.63805,1.2225,0.7245,1.0686,0.006647,1.1112,75.57,75.61,3.6305,862.4,22.67,1964.3,4362.5,3.046,33945.0,1692.8,101.2890625,105.09375,107.515625,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.771,5.33,15.31,14283.73,82.67,33.54,101.06,175.06,68.51,60.04,125.54,158.64,15.31,17.29,14.52,0.926911,1.096622,-322,-212.0,-548.0,-11,400,-13161357.0,0.06313131313131314,0.8956521739130434,6.751573101025142,-455.0,-960.0,0.6304247929468341,0.63805,1.2226,0.7245,1.0686,0.006647,1.1112,75.58,75.62,3.6305,862.4,22.67,1964.3,4362.25,3.046,33945.0,1692.8,101.2890625,105.09375,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.36,14282.83,82.67,33.54,101.06,175.07,68.515,60.05,125.53,158.62,15.36,17.29,14.53,0.926911,1.096622,-322,-210.0,-567.0,-11,400,-13335405.0,0.06309148264984227,0.8947876447876448,6.749490703306611,-455.0,-980.0,0.6304247929468341,0.63805,1.2226,0.7245,1.0686,0.006647,1.1112,75.58,75.62,3.6305,862.4,22.67,1964.2,4362.5,3.046,33945.0,1692.9,101.2890625,105.1015625,107.5,113.0,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.36,14279.48,82.67,33.53,101.05,175.05,68.515,60.05,125.53,158.59,15.36,17.29,14.53,0.926911,1.096622,-322,-210.0,-567.0,-11,400,-13472980.0,0.06309148264984227,0.8947876447876448,6.749490703306611,-455.0,-980.0,0.6304247929468341,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.58,75.62,3.632,862.4,22.67,1964.2,4362.5,3.046,33945.0,1693.0,101.2890625,105.109375,107.515625,113.03125,117.0,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.972,4.774,5.33,15.35,14279.26,82.66,33.52,101.04,175.02,68.51,60.05,125.52,158.58,15.35,17.28,14.5,0.926911,1.096622,-322,-233.0,-742.0,-11,400,-13542979.0,0.06301197227473221,0.8947876447876448,6.746779231193391,-453.0,-1019.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.59,75.62,3.632,862.4,22.67,1964.3,4362.5,3.046,33946.0,1693.0,101.2890625,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.647,4.63,4.975,4.774,5.33,15.35,14277.99,82.67,33.52,101.04,175.04,68.51,60.05,125.52,158.58,15.35,17.28,14.5,0.92558,1.096182,-322,-241.0,-746.0,-11,400,-13565855.0,0.06301197227473221,0.8947876447876448,6.747124732211796,-454.0,-1035.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.59,75.63,3.632,862.4,22.67,1964.2,4362.75,3.046,33945.0,1693.0,101.29296875,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.63,4.975,4.774,5.33,15.35,14277.87,82.67,33.52,101.05,175.05,68.51,60.05,125.52,158.62,15.35,17.28,14.5,0.92558,1.096182,-322,-258.0,-705.0,-11,400,-13512516.0,0.06303183107469272,0.8947876447876448,6.749212176735416,-457.0,-1045.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.58,75.62,3.6325,862.4,22.67,1964.2,4363.0,3.046,33945.0,1693.1,101.29296875,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.35,14277.97,82.67,33.52,101.06,175.05,68.51,60.04,125.52,158.62,15.35,17.28,14.5,0.92558,1.096182,-322,-231.0,-677.0,-11,400,-13462597.0,0.06303183107469272,0.8947876447876448,6.750336296018682,-454.0,-1032.0,0.6303393000267166,0.63805,1.2226,0.7245,1.06865,0.006647,1.11125,75.58,75.62,3.6325,862.4,22.67,1964.2,4362.5,3.046,33944.0,1693.0,101.29296875,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14277.87,82.67,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-207.0,-645.0,-11,400,-13501498.0,0.06303183107469272,0.8947876447876448,6.751460789821117,-454.0,-1024.0,0.6303393000267166,0.6381,1.2227,0.7245,1.0687,0.0066475,1.11125,75.58,75.62,3.6325,862.4,22.675,1964.2,4363.25,3.046,33947.0,1693.3,101.2890625,105.1015625,107.515625,113.03125,116.96875,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.972,4.774,5.33,15.36,14278.52,82.67,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-216.0,-684.0,-11,400,-13579439.0,0.06303183107469272,0.8947876447876448,6.751460789821117,-455.0,-1036.0,0.6301709401709402,0.6381,1.2227,0.72455,1.06875,0.006648,1.1114,75.58,75.62,3.6325,862.7,22.68,1964.3,4364.5,3.046,33953.0,1693.7,101.29296875,105.109375,107.53125,113.0625,117.0,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.972,4.774,5.33,15.36,14278.57,82.66,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-225.0,-689.0,-11,400,-13635156.0,0.06301197227473221,0.8947876447876448,6.751460789821117,-452.0,-1041.0,0.6300026702269693,0.63815,1.2228,0.72455,1.0688,0.006648,1.1114,75.58,75.62,3.6325,862.7,22.68,1964.3,4364.25,3.048,33953.0,1693.9,101.29296875,105.109375,107.53125,113.0625,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14278.53,82.66,33.52,101.06,175.05,68.51,60.03,125.51,158.62,15.36,17.27,14.49,0.92558,1.096182,-322,-235.0,-727.0,-11,400,-13701133.0,0.06303183107469272,0.8939247830279653,6.751460789821117,-452.0,-1046.0,0.6300026702269693,0.63815,1.2228,0.7246,1.0688,0.006648,1.1114,75.58,75.62,3.6325,862.7,22.68,1964.3,4364.75,3.048,33957.0,1693.9,101.2890625,105.109375,107.53125,113.0625,117.03125,2.1587,2.1333
5.28,5.035,5.432,4.649,4.632,4.975,4.774,5.33,15.36,14278.5,82.66,33.52,101.06,175.04,68.51,60.02,125.51,158.64,15.36,17.29,14.52,0.92558,1.096182,-322,-195.0,-690.0,-11,400,-13690821.0,0.06301197227473221,0.8939247830279653,6.753051274544741,-449.0,-1040.0,0.6299172229639519,0.63815,1.2227,0.7246,1.0688,0.006648,1.1114,75.58,75.62,3.632,862.7,22.68,1964.3,4364.5,3.047,33956.0,1693.8,101.29296875,105.109375,107.53125,113.0625,117.03125,2.1587,2.1333
